2025-04-01 10:18 | DEBUG | acordao.py:__init__:25 | Inicializando Acordao...
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Assunto
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aposentadoria Procuradora do MPCM-PA Maria Inez Klautau de Mendonça Gueiros
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Relator
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Conselheiro Substituto José Alexandre Cunha Pessoa
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for EMENTA
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: PESSOAL. APOSENTADORIA. AFUÁ. PROFESSOR. ART. 6º DA EC N. 41/2003 C/C ART. 40, §5º DA CF. REQUISITOS ATENDIDOS. AUSÊNCIA DA DECLARAÇÃO DE NÃO ACUMULAÇÃO DE CARGOS E PROVENTOS. DESCUMPRIMENTO DO ART. 6º, X DA RESOLUÇÃO ADMINISTRATIVA N. 18/2018. DETERMINAÇÃO DE JUNTADA NO SIAP. PROVENTOS CORRETAMENTE CALCULADOS. REGISTRO. ACORDAM os Membros integrantes da Câmara Especial de Julgamento do Tribunal de Contas dos Municípios do Estado do Pará, reunidos em sessão ordinária, por votação unânime, com fundamento no art. 75, inciso I do Regimento Interno (Ato n. 23/2020, com alterações do Ato n. 29/2024), conforme ata da sessão e nos termos do relatório e voto do Relator.
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for DECISÃO
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: I – Considerar legal e registrar a Portaria n. 24 de 15/10/2020, do Instituto Municipal de Previdência e Assistência Social do Município de Afuá – IMPAS, publicada em 15/10/2020, que concede aposentadoria à servidora Marni da Silva Cohen, com proventos integrais no valor de R$ 3.432,99 (três mil, quatrocentos e trinta e dois reais e noventa e nove centavos) e fundamento no art. 6º da Emenda Constitucional n. 41/2003. II – Determinar ao Presidente do Instituto Municipal de Previdência e Assistência Social do Município de Afuá – IMPAS que proceda a inserção no SIAP da declaração de não percepção de proventos de aposentadoria e da declaração de não acúmulo de cargo, emprego ou função pública, conforme determina o art. 6º, X do anexo II da Resolução Administrativa n. 18/2018. Sessão Eletrônica da Câmara Especial do Tribunal de Contas dos Municípios do Estado do Pará, 17 a 21 de março de 2025. Download Anexo - Relatório e Voto do Relator
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | acordao.py:_extract_data:120 | Extracted Acordao...) 46.886
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:124 | Acordaos extraídos com sucesso: 46.886
2025-04-01 10:18 | INFO | document.py:_cache_entry:470 | Arquivo salvo com sucesso em /home/joaompessoa/diario_oficial_tcmpa/diarios/2025/04/acordao/1921_acordao_46886.json
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:130 | acordao:46.886 do dia 1/4/2025 tokenizado com sucesso 
2025-04-01 10:18 | WARNING | acordao.py:_extract_data:77 | Sem processo para acordao
2025-04-01 10:18 | INFO | document.py:_get_keys:151 | Extraindo chaves do texto
2025-04-01 10:18 | SUCCESS | document.py:_get_keys:153 | Chaves encontradas: ['nº', '', 'Município', '', 'Gestora', '', 'Exercício', '', 'Ordenador', '', 'CPF', '', 'Legal', '', 'Interessada', '', 'CPF', '', 'Assunto', '', 'A', '', 'Relator', '', 'EMENTA', '', 'DECISÃO', '', 'Endereço', '']
2025-04-01 10:18 | DEBUG | document.py:_get_keys:163 | Chaves filtradas: ['Município', 'Gestora', 'Exercício', 'Ordenador', 'Legal', 'Interessada', 'Assunto', 'Relator', 'EMENTA', 'DECISÃO']
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Município
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Abaetetuba
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Gestora
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Instituto de Previdência e Assistência do Município – IPMA
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Exercício
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: 2021
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Ordenador
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Ângelo José Lobato Rodrigues – CPF: 352.316.702-78 Representante
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Legal
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Não há
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Interessada
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Hercilia Santos Nahum da Costa – CPF: 307.448.30249
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Assunto
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aposentadoria Procuradora MPCM-PA: Maria Inez Gueiros
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Relator
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Conselheiro Substituto José Alexandre Cunha Pessoa
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for EMENTA
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: PESSOAL. APOSENTADORIA. ABAETETUBA. CARGO DE PROFESSOR. CUMPRIDOS OS REQUISITOS DO ART. 6º DA EMENDA CONSTITUCIONAL N. 41/2003 C/C ART. 40, §5º DA CONSTITUIÇÃO FEDERAL. GRATIFICAÇÃO DE MAGISTÉRIO. PREVISÃO NO ART. 42A DA LEI MUNICIPAL N. 404/2014 INTRODUZIDA PELA LEI N. 295/2009. IMPOSSIBILIDADE DE INCORPORAÇÃO AOS PROVENTOS. GRATIFICAÇÃO APLICADA SOMENTE AOS DOCENTES. NECESSIDADE DE PREENCHIMENTO DE REQUISITOS ESPECÍFICOS. NATUREZA TEMPORÁRIA E EM RAZÃO DO CARGO. AUSÊNCIA DAS CARACTERÍSTICAS DE GENERALIDADE E IMPESSOALIDADE. PARCELA NÃO EXTENSÍVEL AOS INATIVOS. NÃO INCIDÊNCIA DE CONTRIBUIÇÃO PREVIDENCIÁRIA. VEDAÇÃO DOS ARTS. 60 E 63 DA LEI COMPLEMENTAR N. 226/2007. INTERPRETAÇÃO EM CONSONÂNCIA COM A JURISPRUDÊNCIA DO STJ E STF (TEMA 1082). AUSÊNCIA DE ADEQUAÇÃO PREVIDENCIÁRIA À EMENDA CONSTITUCIONAL N. 103/2019. BENEFÍCIO FUNDAMENTADO NAS NORMAS CONSTITUCIONAIS E INFRACONSTITUCIONAIS ANTERIORES. REGISTRO ACORDAM os Membros integrantes da Câmara Especial de Julgamento do Tribunal de Contas dos Municípios do Estado do Pará, reunidos em sessão ordinária, por votação unânime, com fundamento no art. 75, inciso I do Regimento Interno (Ato n. 23/2020, com alterações do Ato n. 29/2024), conforme ata da sessão e nos termos do relatório e voto do Relator.
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for DECISÃO
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Considerar legal e Registrar a Portaria n. 026 de 24/2/2021, do Instituto de Previdência e Assistência do Município de Abaetetuba – IPMA, que concedeu aposentadoria voluntária por tempo de contribuição e idade à servidora Hercilia Santos Nahum da Costa, ocupante do cargo de Professor 20H– Especialização, Classe I, com proventos integrais no valor mensal de R$ 4.105,91 (quatro mil cento e cinco reais e noventa e um centavos), com fundamento no art. 6º da Emenda Constitucional n. 41/2003 e Lei Municipal n. 226/2007. Sessão Eletrônica da Câmara Especial do Tribunal de Contas dos Municípios do Estado do Pará, 17 a 21 de março de 2025. Download Anexo - Relatório e Voto do Relator3 DOE TCMPA Nº 1.921 Terça-feira, 01 de abril de 2025 Consulta via leitora de QR Code/ Este Diário Oficial Eletrônico do TCMPA é GRATUITO e sua autenticidade poderá ser confirmada na página do Tribunal de Contas dos Municípios do Estado do Pará na Internet, no Endereço: diario-oficial-eletronico/
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_redact_personal_data:108 | Redigindo dados pessoais do texto: Ângelo José Lobato Rodrigues – CPF: 352.316.702-78 Representante
2025-04-01 10:18 | DEBUG | acordao.py:_extract_data:120 | Extracted Acordao...) 46.888
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:124 | Acordaos extraídos com sucesso: 46.888
2025-04-01 10:18 | INFO | document.py:_cache_entry:470 | Arquivo salvo com sucesso em /home/joaompessoa/diario_oficial_tcmpa/diarios/2025/04/acordao/1921_acordao_46888.json
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:130 | acordao:46.888 do dia 1/4/2025 tokenizado com sucesso 
2025-04-01 10:18 | INFO | document.py:_get_keys:151 | Extraindo chaves do texto
2025-04-01 10:18 | SUCCESS | document.py:_get_keys:153 | Chaves encontradas: ['Município', '', 'Gestora', '', 'Exercício', '', 'Ordenador', '', 'CPF', '', 'Legal', '', 'Interessada', '', 'CPF', '', 'Assunto', '', 'A', '', 'EMENTA', '', 'DECISÃO', '']
2025-04-01 10:18 | DEBUG | document.py:_get_keys:163 | Chaves filtradas: ['Município', 'Gestora', 'Exercício', 'Ordenador', 'Legal', 'Interessada', 'Assunto', 'EMENTA', 'DECISÃO']
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Município
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Belém
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Gestora
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Instituto de Previdência do Município – IPMB
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Exercício
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: 2020
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Ordenador
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Luiz Guilherme Machado de Carvalho – CPF: 066.230.932-49 Representante
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Legal
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Não há
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Interessada
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Antonia de Nazare de Sousa Pereira – CPF: 222.369.962-68
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Assunto
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aposentadoria Procurador MPCM-PA: Marcelo Fonseca Barros Relator Conselheiro Substituto José Alexandre Cunha Pessoa
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for EMENTA
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: PESSOAL. APOSENTADORIA. BELÉM. ART. 3º DA EMENDA CONSTITUCIONAL N. 47/2005. REQUISITOS CUMPRIDOS. PROVENTOS CORRETAMENTE FIXADOS. AUSÊNCIA DE ADEQUAÇÃO PREVIDENCIÁRIA À EMENDA CONSTITUCIONAL N. 103/2019. BENEFÍCIO FUNDAMENTADO NAS NORMAS CONSTITUCIONAIS E INFRACONSTITUCIONAIS ANTERIORES. REGISTRO ACORDAM os Membros integrantes da Câmara Especial de Julgamento do Tribunal de Contas dos Municípios do Estado do Pará, reunidos em sessão ordinária, por votação unânime, com fundamento no art. 75, inciso I do Regimento Interno (Ato n. 23/2020, com alterações do Ato n. 29/2024), conforme ata da sessão e nos termos do relatório e voto do Relator.
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for DECISÃO
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Considerar legal e registrar a Portaria n. 0234 de 13/02/2020, do Instituto de Previdência dos Servidores Públicos do Município de Belém – IPMB, que concedeu aposentadoria voluntária por tempo de contribuição e idade à servidora Antonia de Nazare de Sousa Pereira, no cargo de Grupo de Nível Médio REF-A-P, integrante do quadro funcional da Câmara Municipal de Belém, com proventos integrais no valor mensal de R$ 5.852,60 (cinco mil oitocentos e cinquenta e dois reais e sessenta centavos), com fundamento no art. 3º da Emenda Constitucional n. 47/2005 c/c art. 97 da Lei Municipal n. 8.466/2005. Sessão Eletrônica da Câmara Especial do Tribunal de Contas dos Municípios do Estado do Pará, 17 a 21 de março de 2025. Download Anexo - Relatório e Voto do Relator
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_redact_personal_data:108 | Redigindo dados pessoais do texto: Luiz Guilherme Machado de Carvalho – CPF: 066.230.932-49 Representante
2025-04-01 10:18 | DEBUG | acordao.py:_extract_data:120 | Extracted Acordao...) 46.889
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:124 | Acordaos extraídos com sucesso: 46.889
2025-04-01 10:18 | INFO | document.py:_cache_entry:470 | Arquivo salvo com sucesso em /home/joaompessoa/diario_oficial_tcmpa/diarios/2025/04/acordao/1921_acordao_46889.json
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:130 | acordao:46.889 do dia 1/4/2025 tokenizado com sucesso 
2025-04-01 10:18 | WARNING | acordao.py:_extract_data:77 | Sem processo para acordao
2025-04-01 10:18 | INFO | document.py:_get_keys:151 | Extraindo chaves do texto
2025-04-01 10:18 | SUCCESS | document.py:_get_keys:153 | Chaves encontradas: ['nº', '', 'Apensados', '', 'Natureza', '', 'Origem', '', 'Exercício', '', 'Município', '', 'Remetente', '', 'Interessado', '', '', 'Relator', '', 'EMENTA', '', 'DECISÃO', '']
2025-04-01 10:18 | DEBUG | document.py:_get_keys:163 | Chaves filtradas: ['Apensados', 'Natureza', 'Origem', 'Exercício', 'Município', 'Remetente', 'Interessado', 'Relator', 'EMENTA', 'DECISÃO']
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Apensados
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: 1.062387.2020.20036
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Natureza
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aposentadoria
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Origem
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Instituto de Previdência do Município
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Exercício
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: 2020
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Município
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Redenção
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Remetente
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Wellington Gonçalves da Silva - CPF n. 626.220.052-53
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Interessado
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aldenor Fernandes Lima - CPF n. 096.508.223-72 Membro MPCTCM : Maria Inez K de Mendonça Gueiros
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Relator
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Conselheiro Substituto Sérgio Dantas
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for EMENTA
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. REGISTRO DO ATO. ACORDAM os Membros integrantes da Câmara Especial de Julgamento do Tribunal de Contas dos Municípios do Estado do Pará, reunidos em sessão ordinária, por votação unânime, com fundamento no art. 75, inciso I do Regimento Interno (Ato nº 23/2020, com a alteração do Ato nº 29/2024 - RITCM/PA), conforme ata da sessão e nos termos do relatório e voto do Relator.
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for DECISÃO
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: I. Considerar legal e registrar a Portaria n. 41/2020, de 05/06/2020, do Instituto de Previdência do Município de Redenção do Pará, que concedeu aposentadoria por tempo de contribuição ao Sr. Aldenor Fernandes Lima - CPF n. 096.508.22372, no cargo de Auxiliar de Secretaria, com proventos integrais no valor de R$ 3.657,56 (Três mil, seiscentos e cinquenta sete reais e cinquenta e seis centavos), com fundamento legal no artigo 6º da Emenda Constitucional n. 41/2003. 3ª Sessão Plenária Ordinária Virtual da Câmara Especial do Tribunal de Contas dos Municípios do Estado do Pará, de 17 a 21 de março de 2025. Download Anexo - Relatório e Voto do Relator
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_redact_personal_data:108 | Redigindo dados pessoais do texto: Aldenor Fernandes Lima - CPF n. 096.508.223-72 Membro MPCTCM : Maria Inez K de Mendonça Gueiros
2025-04-01 10:18 | DEBUG | acordao.py:_extract_data:120 | Extracted Acordao...) 46.901
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:124 | Acordaos extraídos com sucesso: 46.901
2025-04-01 10:18 | INFO | document.py:_cache_entry:470 | Arquivo salvo com sucesso em /home/joaompessoa/diario_oficial_tcmpa/diarios/2025/04/acordao/1921_acordao_46901.json
2025-04-01 10:18 | SUCCESS | acordao.py:_extract_data:130 | acordao:46.901 do dia 1/4/2025 tokenizado com sucesso 
2025-04-01 10:18 | WARNING | acordao.py:_extract_data:77 | Sem processo para acordao
2025-04-01 10:18 | INFO | document.py:_get_keys:151 | Extraindo chaves do texto
2025-04-01 10:18 | SUCCESS | document.py:_get_keys:153 | Chaves encontradas: ['nº', '', 'Apensado', '', 'Natureza', '', 'Origem', '', 'Exercício', '', 'Município', '', 'Remetente', '', 'Interessada', '', 'MPCTCM', '', 'Relator', '', 'EMENTA', '', 'DECISÃO', '', 'Endereço', '']
2025-04-01 10:18 | DEBUG | document.py:_get_keys:163 | Chaves filtradas: ['Apensado', 'Natureza', 'Origem', 'Exercício', 'Município', 'Remetente', 'Interessada', 'MPCTCM', 'Relator', 'EMENTA', 'DECISÃO']
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Apensado
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: 1.06238.2024.2.0049
2025-04-01 10:18 | SUCCESS | document.py:clean_text:139 | Texto limpo com sucesso
2025-04-01 10:18 | DEBUG | document.py:_extract_key_content:185 | Match found for Natureza
2025-04-01 10:18 | INFO | document.py:clean_text:118 | Iniciando limpeza do texto
2025-04-01 10:18 | DEBUG | document.py:_is_there_personal_data:96 | Identificando dados pessoais no texto: Aposentadoria
